SentenceId	Phrase	Sentiment
1528	And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .	3
168	A well-made but emotionally scattered film whose hero gives his heart only to the dog .	2
3218	Absolutely not .	1
5589	You emerge dazed , confused as to whether you 've seen pornography or documentary .	1
1170	It throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !	3
3675	I love the robust middle of this picture .	4
4988	-LRB- T -RRB- oo many of these gross out scenes ...	1
4571	Nor is it a romantic comedy .	2
2657	Morton deserves an Oscar nomination .	4
5577	Greengrass -LRB- working from Don Mullan 's script -RRB- forgoes the larger socio-political picture of the situation in Northern Ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .	2
3178	The problem is that for the most part , the film is deadly dull .	0
2067	Cool gadgets and creatures keep this fresh .	4
925	Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . '	3
3395	Feels like nothing quite so much as a middle-aged moviemaker 's attempt to surround himself with beautiful , half-naked women .	2
6075	Judd 's characters ought to pick up the durable best seller Smart Women , Foolish Choices for advice .	1
2607	A complex psychological drama about a father who returns to his son 's home after decades away .	3
6766	Like its title character , Esther Kahn is unusual but unfortunately also irritating .	1
5874	Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .	3
7589	More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .	4
679	This is not Chabrol 's best , but even his lesser works outshine the best some directors can offer .	2
6741	The name says it all .	2
3877	Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys .	4
380	Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . '	3
3748	A gorgeously strange movie , Heaven is deeply concerned with morality , but it refuses to spell things out for viewers .	3
3582	`` The Quiet American '' begins in Saigon in 1952 .	2
1536	The concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .	3
3533	Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift .	4
6912	I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint .	3
2790	... hypnotically dull .	0
5999	Devotees of Star Trek II : The Wrath of Khan will feel a nagging sense of deja vu , and the grandeur of the best Next Generation episodes is lacking .	1
5888	An instance of an old dog not only learning but inventing a remarkable new trick .	3
4486	delightfully rendered	4
6422	This is a stunning film , a one-of-a-kind tour de force .	4
774	Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .	3
4329	It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .	4
423	Here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .	1
748	The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .	1
324	A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .	3
2938	Playing a role of almost Bergmanesque intensity ... Bisset is both convincing and radiant .	3
3346	Even the digressions are funny .	3
2809	... overly melodramatic ...	0
8214	Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .	4
251	The film is predictable in the reassuring manner of a beautifully sung holiday carol .	3
693	They ought to be a whole lot scarier than they are in this tepid genre offering .	1
219	Cloaks a familiar anti-feminist equation -LRB- career - kids = misery -RRB- in tiresome romantic-comedy duds .	1
657	So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .	4
4272	It 's sincere to a fault , but , unfortunately , not very compelling or much fun .	2
5011	The movie is pretty funny now and then without in any way demeaning its subjects .	3
100	Tsai may be ploughing the same furrow once too often .	2
5482	An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .	4
7604	Like other great documentaries ... this goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling .	2
2222	May puzzle his most ardent fans .	1
434	Veterans of the dating wars will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .	2
1736	Some movies blend together as they become distant memories .	2
2181	Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker .	3
182	Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	3
3828	Tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .	3
646	A bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .	4
8045	The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film .	2
7717	Constantly touching , surprisingly funny , semi-surrealist exploration of the creative act .	3
6342	A close-to-solid espionage thriller with the misfortune of being released a few decades too late .	2
5185	The director , with his fake backdrops and stately pacing , never settles on a consistent tone .	0
5112	This stuck pig of a movie flails limply between bizarre comedy and pallid horror .	0
1915	Drowning 's too good for this sucker .	1
6266	It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .	1
80	An unsettling , memorable cinematic experience that does its predecessors proud .	4
3149	Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .	0
1667	But what 's nice is that there 's a casual intelligence that permeates the script .	4
4297	It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .	0
8290	Feels like a cold old man going through the motions .	1
8079	The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .	1
1570	A story which fails to rise above its disgusting source material .	0
6213	A B-movie you can sit through , enjoy on a certain level and then forget .	3
4882	Diaz , Applegate , Blair and Posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused .	3
704	While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .	1
1912	At times , the movie looks genuinely pretty .	4
2957	With its jerky hand-held camera and documentary feel , Bloody Sunday is a sobering recount of a very bleak day in Derry .	2
8067	The film is bright and flashy in all the right ways .	4
8116	As I settled into my World War II memories , I found myself strangely moved by even the corniest and most hackneyed contrivances .	3
135	Daughter From Danang reveals that efforts toward closure only open new wounds .	1
3230	With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .	1
1065	A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .	1
3722	The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality .	4
4375	There 's much tongue in cheek in the film and there 's no doubt the filmmaker is having fun with it all .	3
7011	The film has several strong performances .	3
2377	There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .	0
5676	A meatier deeper beginning and\/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''	3
1206	The cast is spot on and the mood is laid back .	3
3271	I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .	4
7236	Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .	1
5426	An unintentional parody of every teen movie made in the last five years .	2
5073	The camera twirls !	2
5208	If you 're in the right B-movie frame of mind , it may just scare the pants off you .	3
7758	A penetrating glimpse into the tissue-thin ego of the stand-up comic .	2
2302	a confident , richly acted , emotionally devastating piece of work and 2002 's first great film	4
3744	It ca n't escape its past , and it does n't want to .	2
456	Just bring on the Battle Bots , please !	3
948	It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	3
7171	If they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands I kept looking for the last exit from Brooklyn .	1
5605	The film falls short on tension , eloquence , spiritual challenge -- things that have made the original New Testament stories so compelling for 20 centuries .	1
4572	-LRB- Jeff 's -RRB- gorgeous , fluid compositions , underlined by Neil Finn and Edmund McWilliams 's melancholy music , are charged with metaphor , but rarely easy , obvious or self-indulgent .	3
7310	A cultural wildcard experience : wacky , different , unusual , even nutty .	4
6018	One of the most exciting action films to come out of China in recent years .	4
4335	The script is smart and dark - hallelujah for small favors .	3
1140	And that is where Ararat went astray .	1
530	... a powerful sequel and one of the best films of the year .	4
385	Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .	4
5147	Manages to delight without much of a story .	3
1670	This is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground .	4
6164	For more than two decades Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .	3
1942	Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .	4
6442	... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .	3
8269	This is a movie where the most notable observation is how long you 've been sitting still .	1
7113	Much of the digitally altered footage	2
5737	I 've had more interesting -- and , dare I say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .	1
4783	Never does `` Lilo & Stitch '' reach the emotion or timelessness of Disney 's great past , or even that of more recent successes such as `` Mulan '' or `` Tarzan . ''	1
437	Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .	1
900	... a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .	3
8407	Terminally brain dead production .	0
543	What sets this romantic comedy apart from most Hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .	3
5770	And for many of us , that 's good enough .	3
4723	Terrific as Nadia , a Russian mail-order bride who comes to America speaking not a word of English , it 's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .	3
6089	Some of the most inventive silliness you are likely to witness in a movie theatre for some time .	3
903	Almost .	2
2455	-LRB- Stevens is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .	1
6836	10 minutes into the film you 'll be white-knuckled and unable to look away .	4
5529	A Lifetime movie about men .	2
8103	Loud , chaotic and largely unfunny .	0
2732	But fans of the show should not consider this a diss .	2
2923	It is so earnest , so overwrought and so wildly implausible that it begs to be parodied .	2
48	I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .	1
1175	An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .	3
4059	The movie has a script -LRB- by Paul Pender -RRB- made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .	0
6662	The biggest problem I have -LRB- other than the very sluggish pace -RRB- is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .	1
7618	The soupy end result has the odd distinction of being playful without being fun , too .	2
2324	There 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .	3
207	It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .	4
7526	Generic thriller junk .	0
6257	Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .	3
4379	Sewer rats could watch this movie and be so skeeved out that they 'd need a shower .	0
2148	The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .	3
7311	Just as the recent Argentine film Son of the Bride reminded us that a feel-good movie can still show real heart , Time of Favor presents us with an action movie that actually has a brain .	3
2781	What 's surprising is how well it holds up in an era in which computer-generated images are the norm .	3
8353	Meandering and glacially paced , and often just plain dull .	2
3889	This film can only point the way -- but thank goodness for this signpost .	3
90	Amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way .	1
3213	Bravado Kathy !	3
5539	Tedious Norwegian offering which somehow snagged an Oscar nomination .	1
4190	They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .	0
6898	One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .	4
3627	The cumulative effect of the movie is repulsive and depressing .	0
5942	The explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me .	1
7101	By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .	1
2522	Despite some charm and heart , this quirky soccer import is forgettable	1
3170	The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but Ram Dass : Fierce Grace does n't organize it with any particular insight .	2
1762	... the good and different idea -LRB- of middle-aged romance -RRB- is not handled well and , except for the fine star performances , there is little else to recommend `` Never Again . ''	1
490	Romantic , riveting and handsomely animated .	4
8282	... the plot weaves us into a complex web .	3
745	No , even that 's too committed .	1
896	Feels more like a rejected X-Files episode than a credible account of a puzzling real-life happening .	0
167	Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .	0
8435	A fan film that for the uninitiated plays better on video with the sound turned down .	1
6338	It 's been 20 years since 48 Hrs .	2
5803	... unbearably lame .	0
7711	Beyond the cleverness , the weirdness and the pristine camerawork , One Hour Photo is a sobering meditation on why we take pictures .	3
2726	By applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .	3
3158	If it 's not entirely memorable , the movie is certainly easy to watch .	3
7985	This would have been better than the fiction it has concocted , and there still could have been room for the war scenes .	1
8040	Epps has neither the charisma nor the natural affability that has made Tucker a star .	0
1715	... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .	0
3060	It is also beautifully acted .	4
1592	The Fast Runner ' transports the viewer into an unusual space	2
3171	The story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .	3
3231	A bold -LRB- and lovely -RRB- experiment that will almost certainly bore most audiences into their own brightly colored dreams .	3
5911	Well , in some of those , the mother deer even dies .	1
1413	The production design , score and choreography are simply intoxicating .	4
2743	Where 's the movie here ?	0
7817	The heedless impetuousness of youth is on full , irritating display in -LRB- this -RRB- meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot .	0
2457	Most of the dialogue made me want to pack raw dough in my ears .	0
7439	Like Vardalos and Corbett , who play their roles with vibrant charm , the film , directed by Joel Zwick , is heartfelt and hilarious in ways you ca n't fake .	4
8213	The satire is unfocused , while the story goes nowhere .	0
538	There is a freedom to watching stunts that are this crude , this fast-paced and this insane .	3
5855	A dashing and absorbing outing with one of France 's most inventive directors .	3
6063	She 's not yet an actress , not quite a singer ...	2
8190	... a solid , well-formed satire .	4
7382	The Chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .	1
7873	It 's that painful .	0
2870	Feels shrill , simple and soapy .	1
4550	Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .	2
94	Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .	3
2405	By-the-numbers yarn .	1
6813	The story gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill .	4
7794	Ratliff 's two previous titles , Plutonium Circus and Purgatory County show his penchant for wry , contentious configurations , and this film is part of that delicate canon .	3
1258	You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .	1
7656	Directing with a sure and measured hand , -LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .	3
1986	Steve Oedekerk is , alas , no Woody Allen .	1
4655	Hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?	0
6140	Even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .	3
73	-LRB- An -RRB- absorbing documentary .	3
2226	Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .	1
6807	Weird , vulgar comedy that 's definitely an acquired taste .	2
5559	While the new film is much more eye-catching than its blood-drenched Stephen Norrington-directed predecessor , the new script by the returning David S. Goyer is much sillier .	2
890	Everything its title implies , a standard-issue crime drama spat out from the Tinseltown assembly line .	2
1333	For all its violence , the movie is remarkably dull with only Caine making much of an impression .	1
7931	Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .	4
2526	The origin story is well told , and the characters will not disappoint anyone who values the original comic books .	2
6006	The picture does n't know it 's a comedy .	2
5237	Nicole Holofcener 's Lovely and Amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .	4
1041	A sub-formulaic slap in the face to seasonal cheer .	1
1329	It 's fun , but it 's a real howler .	3
7254	The graphic carnage and re-creation of war-torn Croatia is uncomfortably timely , relevant , and sickeningly real .	3
7987	If you can read the subtitles -LRB- the opera is sung in Italian -RRB- and you like ` Masterpiece Theatre ' type costumes , you 'll enjoy this movie .	3
4643	-LRB- Garbus -RRB- discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation .	2
5025	Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .	1
3129	It is also a testament to the integrity and vision of the band .	3
7906	The Piano Teacher is not an easy film .	1
3717	-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .	4
1503	has far more energy , wit and warmth than should be expected from any movie with a `` 2 '' at the end of its title .	3
7943	But the talented cast alone will keep you watching , as will the fight scenes .	4
2298	The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .	3
2087	It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .	2
4306	... a fairly disposable yet still entertaining B picture .	2
545	Barry Sonnenfeld owes Frank the Pug big time	2
5699	Oh , and Booty Call .	2
3507	Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .	4
1053	There 's no real reason to see it , and no real reason not to .	2
7847	... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .	1
4413	It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill	1
5631	The pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .	3
6944	It all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television .	1
4189	Daringly perceptive , taut , piercing and feisty , Biggie and Tupac is undeniably subversive and involving in its bold presentation .	3
4201	It 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old Ferris Bueller .	4
1578	A man leaving the screening said the film was better than Saving Private Ryan .	4
2860	That 's why Sex and Lucia is so alluring .	3
4880	The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style .	3
6485	A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .	0
6923	Ryan Gosling ... is at 22 a powerful young actor .	4
359	Not as good as the original , but what is ...	2
1918	Rarely does such high-profile talent serve such literate material .	3
3846	Adults , other than the parents ... will be hard pressed to succumb to the call of the wild .	1
2703	Half Past Dead is just such an achievement .	4
8503	If you open yourself up to Mr. Reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .	3
4350	But this is Lohman 's film .	2
4058	The dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .	1
1448	Quitting offers piercing domestic drama with spikes of sly humor .	3
6913	Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years	4
5046	Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding .	3
1401	The performances are strong , though the subject matter demands acting that borders on hammy at times .	3
3564	has some visual wit ... but little imagination elsewhere .	2
5363	downtown	2
414	Cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .	3
8098	The movie does n't generate a lot of energy .	1
3476	Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love .	4
3214	About Schmidt is undoubtedly one of the finest films of the year .	4
7343	There are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	3
5682	Little more than a well-mounted history lesson .	1
5217	Although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .	1
3906	With the prospect of films like Kangaroo Jack about to burst across America 's winter movie screens it 's a pleasure to have a film like The Hours as an alternative .	3
1164	The best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .	3
2040	We 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in Fire that makes the formula fresh again .	3
7468	How this one escaped the Lifetime network I 'll never know .	1
3934	Clare Peploe 's airless movie adaptation could use a little American Pie-like irreverence .	1
5745	The whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .	1
4776	Taken as a whole , The Tuxedo does n't add up to a whole lot .	1
7028	Here 's yet another cool crime movie that actually manages to bring something new into the mix .	3
4343	Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .	3
2918	But the execution is a flop with the exception of about six gags that really work .	2
6128	Fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .	3
5068	A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultures .	3
910	This is one of the outstanding thrillers of recent years .	4
4195	Strangely comes off as a kingdom more mild than wild .	3
6353	Imagine Susan Sontag falling in love with Howard Stern .	1
591	The next big thing 's not-so-big -LRB- and not-so-hot -RRB- directorial debut .	2
464	Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .	3
7858	Feels familiar and tired .	1
1465	No. .	1
5210	Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes .	2
5875	The whole affair , true story or not , feels incredibly hokey ... -LRB- it -RRB- comes off like a Hallmark commercial .	1
1006	An uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .	1
2783	Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .	0
7698	Forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .	0
1217	This version moves beyond the original 's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema 's inability to stand in for true , lived experience .	2
8158	The story of Trouble Every Day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult .	0
4271	But it is entertaining on an inferior level .	3
2365	I 'd rather watch a rerun of The Powerpuff Girls	0
825	By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .	3
5424	A thoroughly enjoyable , heartfelt coming-of-age comedy .	3
1388	The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .	3
6017	Wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean-spirited .	2
6356	It 's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .	0
3085	Has a customarily jovial air but a deficit of flim-flam inventiveness .	1
8184	... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance	2
1472	... while the humor aspects of ` Jason X ' were far more entertaining than I had expected , everything else about the film tanks .	1
8210	But the actors make this worth a peek .	3
120	Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .	3
5853	When a movie has stuck around for this long , you know there 's something there .	4
6464	The laughs are as rare as snake foo yung .	1
7218	The film is insightful about Kissinger 's background and history .	3
6343	It 's harmless , diverting fluff .	2
5658	As the Mediterranean sparkles , ` Swept Away ' sinks .	1
4452	Brisk hack job .	0
5663	The Balkans provide the obstacle course for the love of a good woman .	2
6239	Most haunting about `` Fence '' is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen .	4
3963	A film of empty , fetishistic violence in which murder is casual and fun .	0
3725	Will warm your heart without making you feel guilty about it .	4
5791	Crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .	3
494	A subtle , poignant picture of goodness that is flawed , compromised and sad .	2
7833	A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .	1
2204	To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .	1
5561	You 'll know a star when you see one .	3
1840	With exquisite craftsmanship ... Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .	3
5173	Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .	4
4373	It 's only in fairy tales that princesses that are married for political reason live happily ever after .	1
3666	While not all that bad of a movie , it 's nowhere near as good as the original .	1
7269	A thriller without thrills and a mystery devoid of urgent questions .	1
2574	Nicholson 's understated performance is wonderful .	4
4718	the Venezuelans say things like `` si , pretty much '' and `` por favor , go home '' when talking to Americans .	2
1348	` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .	4
7363	A slick , engrossing melodrama .	4
681	It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .	4
5535	Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .	1
7486	Sets animation back 30 years , musicals back 40 years and Judaism back at least 50 .	0
7962	Despite its sincere acting , Signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .	1
5215	But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .	2
3077	Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .	2
6454	Children and adults enamored of all things Pokemon wo n't be disappointed .	3
104	Changing Lanes tries for more .	3
583	The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .	2
3739	As it is , it 's too long and unfocused .	0
7651	The trailer is a riot .	4
2767	Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .	0
729	It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .	1
5924	The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .	3
7322	Worse than ` Silence of the Lambs ' better than ` Hannibal '	2
2350	Was I scared ?	2
3432	What a great way to spend 4 units of your day .	3
1303	I 'm going to give it a marginal thumbs up .	3
7746	Shanghai Ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .	2
7127	For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .	3
8285	-LRB- The Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable . '	3
6328	That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .	3
7688	It 's quite diverting nonsense .	1
8332	Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?	1
4668	Late Marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .	3
1436	The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .	4
819	All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .	2
1473	Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .	1
1702	Yet the act is still charming here .	3
8303	... a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .	2
2071	Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .	4
6051	Chomp chomp !	2
6748	K-19 : The Widowmaker is a great yarn .	3
6773	Nicolas Cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .	1
6444	By turns fanciful , grisly and engagingly quixotic .	3
4814	Sa da TAY !	2
5150	If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall .	2
